Masina,Culoare,Anul productiei,Numar locuri,Combustibil,Cutie de viteze,Tip Caroserie,Capacitate cilindrica,Putere,Transmisie,Consum Urban,Consum Extraurban,Pret
Jeep Wrangler,Gri,2020,5.0,Benzina,Automata,SUV,1995.0,270.0,4x4,11.3,7.5,46000
Audi A3,Alb,2014,5.0,Benzina,Manuala,Compact,1197.0,110.0,Fata,6.2,4.2,9600
Renault Megane,Gri,2022,5.0,Hibrid,Automata,Sedan,1598.0,159.0,Fata,4.8,4.5,16900
Skoda RAPID,Argint,2019,5.0,Benzina,Manuala,Sedan,999.0,95.0,Fata,5.2,3.9,13699
BMW Seria 7,Alb,2024,5.0,Diesel,Automata,Sedan,2993.0,300.0,4x4,6.5,4.5,127900
Mercedes-Benz GLK,Negru,2013,5.0,Diesel,Automata,SUV,2987.0,265.0,4x4,8.3,6.3,19500
Mercedes-Benz GLA,Alb,2023,5.0,Benzina,Automata,SUV,1332.0,163.0,4x4,8.2,5.5,47600
Audi Q5,Gri,2017,5.0,Diesel,Automata,SUV,1968.0,190.0,4x4,6.2,5.2,29900
Volkswagen T-Cross,Alb,2019,5.0,Diesel,Manuala,SUV,1598.0,95.0,Fata,5.2,3.8,12500
Audi Q7,Gri,2023,5.0,Diesel,Automata,SUV,2967.0,286.0,4x4,7.2,6.3,69899
Mercedes-Benz GLE,Negru,2020,5.0,Diesel,Automata,SUV,2925.0,330.0,4x4,8.4,5.9,66980
Ford Ranger,Argint,2017,5.0,Diesel,Automata,SUV,3198.0,200.0,4x4,11.4,7.3,16700
Renault Megane,Alb,2019,5.0,Benzina,Manuala,Sedan,1332.0,140.0,Fata,7.0,4.6,12490
Opel Corsa,Negru,2010,5.0,Benzina,Manuala,Compact,1229.0,70.0,Fata,6.7,4.6,2999
BMW X5,Negru,2019,5.0,Diesel,Automata,SUV,2993.0,265.0,4x4,6.8,5.6,57980
Ford Kuga,Albastru,2019,5.0,Diesel,Automata,SUV,1997.0,150.0,4x4,9.3,6.2,13699
BMW Seria 3,Albastru,2019,5.0,Benzina,Automata,Sedan,1998.0,258.0,Spate,7.2,5.0,29989
Volvo XC 90,Negru,2019,7.0,Diesel,Automata,SUV,1969.0,235.0,4x4,6.7,5.6,34500
Volkswagen Golf,Gri,2012,5.0,Benzina,Manuala,Compact,1197.0,105.0,Fata,7.1,4.9,5999
BMW Seria 5,Negru,2021,5.0,Diesel,Automata,Sedan,1995.0,190.0,Spate,5.0,4.1,31999
Dacia Duster,Alb,2015,5.0,Diesel,Manuala,SUV,1461.0,110.0,4x4,6.5,5.3,7900
Mazda 6,Maro,2012,5.0,Diesel,Manuala,Sedan,2184.0,163.0,Fata,6.9,4.5,5300
Ford Focus,Gri,2019,5.0,Diesel,Manuala,Compact,1499.0,120.0,Fata,4.1,3.5,11589
Ford Focus,Gri,2020,5.0,Benzina,Manuala,Compact,999.0,125.0,Fata,4.3,3.4,11900
Mercedes-Benz GLE,Negru,2019,5.0,Diesel,Automata,SUV,1950.0,245.0,4x4,7.0,5.5,46900
Peugeot 2008,Negru,2022,5.0,Benzina,Automata,SUV,1199.0,130.0,Fata,4.7,4.3,16949
Seat Arona,Gri,2019,5.0,Diesel,Automata,SUV,1598.0,95.0,Fata,6.0,4.5,13449
Renault Koleos,Gri,2018,5.0,Diesel,Automata,SUV,1995.0,177.0,4x4,7.0,6.0,18999
Skoda Octavia,Gri,2019,5.0,Diesel,Manuala,Sedan,1598.0,115.0,Fata,4.7,3.8,12849
BMW X4,Alb,2017,5.0,Diesel,Automata,SUV,1995.0,190.0,4x4,5.2,4.5,26480
Porsche Macan,Maro,2015,5.0,Diesel,Automata,SUV,2967.0,258.0,4x4,6.9,5.9,29750
BMW Seria 5,Gri,2018,5.0,Benzina,Automata,Sedan,2998.0,340.0,4x4,9.5,6.1,33000
Skoda Superb,Gri,2020,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.6,24990
Skoda Kodiaq,Albastru,2019,7.0,Diesel,Automata,SUV,1968.0,150.0,Fata,5.4,4.6,28500
BMW Seria 1,Alb,2012,5.0,Benzina,Manuala,Compact,1598.0,170.0,Spate,7.7,4.8,7999
BMW X5,Negru,2019,5.0,Diesel,Automata,SUV,2993.0,265.0,4x4,6.8,5.6,41899
Jeep Wrangler,Rosu,2016,5.0,Benzina,Automata,SUV,3604.0,284.0,4x4,15.8,9.2,35000
Peugeot 308,Gri,2016,5.0,Benzina,Manuala,Sedan,1199.0,110.0,Fata,4.0,3.3,7500
BMW X1,Maro,2014,5.0,Diesel,Automata,SUV,1995.0,116.0,Spate,5.7,4.4,9650
Audi A6,Argint,2012,5.0,Diesel,Automata,Sedan,1968.0,177.0,Fata,4.9,4.1,10500
Volkswagen Passat,Argint,2010,5.0,Diesel,Manuala,Sedan,1598.0,105.0,Fata,5.3,4.0,5900
Dacia Sandero,Alb,2015,5.0,Diesel,Manuala,Compact,1461.0,90.0,Fata,3.8,3.8,5300
Renault Espace,Gri,2016,7.0,Diesel,Manuala,Monovolum,1598.0,130.0,Fata,5.1,4.0,12499
Mercedes-Benz GLC,Alb,2019,5.0,Diesel,Automata,SUV,1950.0,245.0,4x4,6.8,5.0,40995
Ford Transit Custom,Alte culori,2019,9.0,Diesel,Manuala,Monovolum,1995.0,170.0,Fata,7.1,5.9,22000
Mercedes-Benz C,Gri,2021,5.0,Benzina,Automata,Sedan,1496.0,170.0,Spate,8.7,4.7,34000
Opel Corsa,Albastru,2009,5.0,Benzina,Manuala,Compact,998.0,60.0,Fata,7.3,4.6,1690
Ford Kuga,Gri,2013,5.0,Diesel,Automata,SUV,1997.0,163.0,4x4,7.4,5.5,8390
Dacia Duster,Alb,2019,5.0,Diesel,Manuala,SUV,1461.0,115.0,4x4,4.9,4.5,11489
BMW X1,Alte culori,2014,5.0,Diesel,Automata,SUV,1995.0,218.0,4x4,6.3,5.1,14990
Dacia Duster,Negru,2016,5.0,Benzina,Manuala,SUV,1197.0,125.0,4x4,7.1,6.0,9890
Volkswagen Golf,Gri,2019,5.0,Diesel,Automata,Compact,1598.0,115.0,Fata,6.2,4.4,11700
Volkswagen Tiguan,Negru,2014,5.0,Benzina,Manuala,SUV,1984.0,180.0,4x4,11.6,6.7,12490
Volkswagen Beetle,Alb,2013,5.0,Benzina,Manuala,Sport,1390.0,160.0,Fata,8.7,5.3,10489
Renault Clio,Alb,2019,5.0,Diesel,Manuala,Compact,1461.0,90.0,Fata,4.1,3.4,8490
Mercedes-Benz GLA,Rosu,2023,5.0,Benzina,Automata,SUV,1332.0,163.0,4x4,8.2,5.5,45101
Skoda Superb,Negru,2023,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.5,28989
BMW Seria 7,Gri,2017,5.0,Diesel,Automata,Sedan,2993.0,320.0,4x4,6.9,4.9,31499
Ford Puma,Rosu,2024,5.0,Benzina,Manuala,SUV,999.0,125.0,Fata,4.9,3.9,22989
Lexus Seria NX,Negru,2019,5.0,Benzina,Automata,SUV,1998.0,238.0,4x4,10.4,6.5,30799
Porsche Panamera,Gri,2018,4.0,Benzina,Automata,Sedan,2894.0,440.0,4x4,10.2,6.8,59800
BMW Seria 3,Negru,2015,5.0,Diesel,Automata,Sedan,1995.0,190.0,Spate,6.1,4.6,16200
Ford Mondeo,Alb,2019,5.0,Hibrid,Automata,Compact,1999.0,187.0,Fata,4.8,4.5,14390
Ford Fiesta,Alb,2019,5.0,Benzina,Manuala,Compact,1084.0,85.0,Fata,5.6,3.7,7200
Skoda Superb,Maro,2019,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.5,21490
BMW X4,Negru,2018,5.0,Benzina,Automata,SUV,1998.0,184.0,4x4,8.5,6.3,34950
Volkswagen Tiguan,Gri,2020,5.0,Diesel,Automata,SUV,1968.0,150.0,Fata,5.7,4.5,20990
Skoda Octavia,Gri,2021,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.4,3.3,20349
Mazda 6,Negru,2015,5.0,Diesel,Manuala,Sedan,2191.0,150.0,Fata,4.9,3.4,7100
Land Rover Range Rover Velar,Argint,2020,5.0,Diesel,Automata,SUV,1999.0,240.0,4x4,7.2,5.1,35689
BMW X3,Negru,2019,5.0,Diesel,Automata,SUV,1995.0,190.0,4x4,5.4,4.8,31900
Volkswagen Touareg,Alte culori,2020,5.0,Diesel,Automata,SUV,2967.0,286.0,4x4,7.7,5.9,35890
Mercedes-Benz CLA,Negru,2020,5.0,Diesel,Automata,Sedan,1950.0,149.0,Fata,5.1,3.6,29141
Skoda Superb,Albastru,2020,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.5,22989
Volvo XC 60,Alb,2019,5.0,Diesel,Automata,SUV,1969.0,235.0,4x4,6.3,4.7,24990
Skoda Octavia,Negru,2021,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.4,3.3,22500
Skoda Superb,Albastru,2009,5.0,Diesel,Manuala,Sedan,1896.0,105.0,Fata,7.3,4.8,7999
BMW X4,Alte culori,2019,5.0,Diesel,Automata,SUV,1995.0,190.0,4x4,5.4,4.6,42840
BMW X3,Albastru,2019,5.0,Diesel,Automata,SUV,1995.0,190.0,4x4,5.4,4.8,32900
Dacia Logan,Alb,2021,5.0,Benzina,Manuala,Sedan,999.0,90.0,Fata,6.1,4.0,10949
BMW Seria 3,Alb,2019,5.0,Diesel,Automata,Sedan,1995.0,190.0,4x4,5.1,4.2,21950
Lexus Seria NX,Albastru,2018,5.0,Hibrid,Automata,SUV,2494.0,155.0,4x4,5.1,5.0,28000
BMW Seria 5,Gri,2023,5.0,Diesel,Automata,Sedan,1995.0,190.0,4x4,5.3,4.2,64984
BMW X5,Alte culori,2018,5.0,Diesel,Automata,SUV,2993.0,265.0,4x4,6.8,5.6,51450
Skoda Kodiaq,Albastru,2019,5.0,Diesel,Automata,SUV,1968.0,190.0,4x4,6.4,5.1,30990
Dacia Dokker,Alb,2020,5.0,Diesel,Manuala,Monovolum,1461.0,75.0,Fata,4.5,4.1,11500
Hyundai Tucson,Rosu,2020,5.0,Benzina,Automata,SUV,1598.0,180.0,4x4,6.6,5.0,23450
Volkswagen Phaeton,Negru,2015,4.0,Diesel,Automata,Sedan,2967.0,245.0,4x4,11.6,6.7,16490
Mercedes-Benz V,Albastru,2018,7.0,Diesel,Automata,Monovolum,2143.0,190.0,Spate,6.7,6.5,43435
Jeep Compass,Alb,2019,5.0,Diesel,Automata,SUV,1956.0,170.0,4x4,6.6,5.1,16990
Volvo XC 60,Negru,2020,5.0,Hibrid,Automata,SUV,1969.0,303.0,4x4,5.8,4.7,31990
Porsche Cayenne,Argint,2020,5.0,Benzina,Automata,SUV,2894.0,440.0,4x4,11.3,8.0,80899
BMW Seria 5,Negru,2020,5.0,Hibrid,Automata,Sedan,1998.0,184.0,Spate,7.1,5.0,30949
Volkswagen Golf,Rosu,2021,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,5.2,4.0,21500
Volvo V40,Negru,2015,5.0,Diesel,Manuala,Compact,1969.0,190.0,Fata,4.2,3.6,6590
Volkswagen Passat,Gri,2020,5.0,Diesel,Manuala,Sedan,1968.0,150.0,Fata,4.9,3.9,12990
Mercedes-Benz GLA,Gri,2017,5.0,Diesel,Automata,SUV,2143.0,136.0,4x4,6.0,4.5,17766
Land Rover Range Rover Evoque,Maro,2017,5.0,Diesel,Automata,SUV,1999.0,150.0,4x4,6.6,5.1,20390
Skoda Superb,Gri,2020,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.6,22989
Skoda Superb,Gri,2020,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.6,22989
Skoda Octavia,Albastru,2019,5.0,Benzina,Automata,Sedan,1495.0,150.0,Fata,6.2,4.3,17400
Opel Zafira,Gri,2012,5.0,Diesel,Manuala,Monovolum,1956.0,130.0,Fata,5.3,4.0,5500
Renault Talisman,Gri,2017,5.0,Diesel,Automata,Sedan,1598.0,160.0,Fata,5.1,4.3,12490
Dacia Lodgy,Alb,2018,7.0,Benzina,Manuala,Monovolum,1197.0,115.0,Fata,6.6,4.8,9290
Mercedes-Benz GLC Coupe,Gri,2019,5.0,Diesel,Automata,SUV,1950.0,194.0,4x4,5.7,4.9,49968
BMW Seria 3,Gri,2017,5.0,Diesel,Automata,Sedan,2993.0,258.0,4x4,6.4,4.8,20800
Volkswagen Passat Alltrack,Gri,2022,5.0,Diesel,Automata,Sedan,1968.0,200.0,4x4,6.3,4.5,25489
Ford Kuga,Negru,2019,5.0,Diesel,Automata,SUV,1997.0,150.0,4x4,5.5,4.9,18990
Ford Focus,Gri,2016,5.0,Diesel,Manuala,Compact,1499.0,120.0,Fata,4.3,3.4,7999
Volkswagen Passat,Gri,2019,5.0,Benzina,Automata,Sedan,1498.0,150.0,Fata,6.6,4.3,19899
Mercedes-Benz C,Gri,2021,5.0,Benzina,Automata,Sedan,1496.0,204.0,Spate,8.7,4.7,45815
Mercedes-Benz CLS,Gri,2019,5.0,Diesel,Automata,Sedan,1950.0,245.0,Spate,6.0,4.4,39850
Volkswagen up!,Alb,2019,5.0,Benzina,Manuala,Compact,999.0,75.0,Fata,4.9,3.7,6390
Peugeot 508,Negru,2012,5.0,Diesel,Manuala,Sedan,1997.0,140.0,Fata,6.4,3.9,7450
Audi A8,Negru,2018,5.0,Benzina,Automata,Sedan,2995.0,340.0,4x4,10.5,6.3,39900
Renault Kadjar,Alb,2019,5.0,Benzina,Automata,SUV,1333.0,140.0,Fata,7.0,4.9,14990
Volvo XC 60,Albastru,2019,5.0,Diesel,Automata,SUV,1969.0,190.0,4x4,5.6,4.5,28989
Volkswagen Golf,Gri,2020,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,5.2,4.0,14489
Volkswagen Tiguan,Negru,2020,5.0,Diesel,Automata,SUV,1968.0,150.0,Fata,5.4,4.4,24990
Volkswagen Passat,Gri,2021,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,5.4,4.2,21290
Hyundai Tucson,Gri,2021,5.0,Hibrid,Automata,SUV,1598.0,230.0,Fata,5.0,5.3,30990
Ford Mondeo,Negru,2015,5.0,Diesel,Manuala,Sedan,1997.0,150.0,Fata,5.4,4.5,10999
BMW Seria 3,Negru,2020,5.0,Diesel,Automata,Sedan,1995.0,190.0,Spate,5.4,4.3,26489
Audi A4,Argint,2008,5.0,Benzina,Manuala,Sedan,1798.0,120.0,Fata,8.6,5.3,5500
Nissan Qashqai,Gri,2015,5.0,Diesel,Manuala,SUV,1598.0,130.0,Fata,5.2,4.3,11490
Opel Insignia,Albastru,2020,5.0,Diesel,Automata,Sedan,1496.0,122.0,Fata,6.9,4.6,14949
Skoda Kamiq,Albastru,2020,5.0,Diesel,Automata,SUV,1598.0,115.0,Fata,4.8,3.9,19990
Volkswagen Golf,Gri,2019,5.0,Diesel,Automata,Sedan,1598.0,115.0,Fata,4.2,3.8,13250
Volkswagen Tiguan,Argint,2021,5.0,Diesel,Automata,SUV,1968.0,200.0,4x4,6.6,4.6,25250
Skoda Octavia,Negru,2014,5.0,Diesel,Manuala,Sedan,1968.0,184.0,Fata,5.3,4.1,8490
Volkswagen Tiguan,Negru,2012,5.0,Diesel,Automata,SUV,1968.0,140.0,4x4,7.9,5.5,12999
Audi Q5,Albastru,2020,5.0,Diesel,Automata,SUV,1968.0,190.0,4x4,5.8,5.0,33950
BMW X6 M,Gri,2014,5.0,Diesel,Automata,SUV,2993.0,381.0,4x4,7.2,6.3,26450
Ford Kuga,Negru,2017,5.0,Diesel,Automata,SUV,1997.0,180.0,4x4,5.5,4.9,15950
Ford Focus,Alb,2020,5.0,Benzina,Manuala,Compact,999.0,125.0,Fata,5.9,3.8,9450
Jaguar E-Pace,Alb,2018,5.0,Diesel,Automata,SUV,1999.0,150.0,4x4,6.5,5.1,21950
Citroën C4 Cactus,Alte culori,2014,5.0,Benzina,Manuala,SUV,1199.0,82.0,Fata,5.6,4.0,6990
Volkswagen Passat,Rosu,2016,5.0,Diesel,Automata,Sedan,1968.0,190.0,Fata,5.4,4.0,16950
Skoda Scala,Albastru,2020,5.0,Diesel,Manuala,Compact,1598.0,115.0,Fata,5.0,3.5,14590
Skoda Kodiaq,Alb,2020,7.0,Diesel,Automata,SUV,1968.0,150.0,Fata,5.4,4.6,25989
Skoda Octavia,Negru,2019,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.4,3.3,11680
Renault Megane,Albastru,2017,5.0,Diesel,Manuala,Compact,1461.0,110.0,Fata,4.2,3.4,10950
BMW Seria 7,Negru,2019,5.0,Benzina,Automata,Sedan,4395.0,450.0,4x4,11.4,6.2,45900
Ford Transit Custom,Gri,2018,9.0,Diesel,Manuala,Monovolum,1995.0,130.0,Fata,6.8,5.7,19490
Chevrolet Captiva,Alb,2013,7.0,Diesel,Manuala,SUV,2231.0,183.0,4x4,6.1,4.5,9350
Mercedes-Benz GLC,Alb,2016,5.0,Diesel,Automata,SUV,2143.0,170.0,4x4,5.5,5.4,22490
Nissan Qashqai,Negru,2010,5.0,Diesel,Manuala,SUV,1995.0,150.0,4x4,7.5,5.2,8499
Mercedes-Benz G,Negru,2024,5.0,Benzina,Automata,SUV,3982.0,585.0,4x4,17.1,12.9,189745
Dacia Duster,Albastru,2017,5.0,Diesel,Manuala,SUV,1461.0,109.0,4x4,4.8,4.7,10249
Volkswagen Tiguan,Alte culori,2020,5.0,Diesel,Automata,SUV,1968.0,240.0,4x4,7.4,5.8,31989
Dacia Logan,Alb,2019,5.0,Diesel,Manuala,Sedan,1461.0,95.0,Fata,4.1,3.4,8589
Opel Astra,Gri,2021,5.0,Diesel,Manuala,Compact,1496.0,122.0,Fata,4.1,3.1,11389
Peugeot 308,Alb,2020,5.0,Benzina,Manuala,Compact,1199.0,110.0,Fata,5.7,4.2,9489
Volkswagen Passat,Gri,2021,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,5.4,4.2,19990
Volvo XC 60,Alb,2020,5.0,Diesel,Automata,SUV,1969.0,197.0,4x4,6.3,5.0,30490
Opel Astra,Gri,2011,5.0,Benzina,Manuala,Compact,1398.0,100.0,Fata,7.1,4.6,4499
Ford Kuga,Gri,2020,5.0,Diesel,Automata,SUV,1996.0,190.0,4x4,5.6,4.3,22890
Opel Mokka,Rosu,2019,5.0,Benzina,Manuala,SUV,1364.0,140.0,4x4,8.2,5.5,10950
Citroën C3 AIRCROSS,Rosu,2020,5.0,Benzina,Manuala,SUV,1199.0,110.0,Fata,5.9,4.6,11900
Skoda Octavia,Maro,2016,5.0,Diesel,Automata,Sedan,1968.0,184.0,4x4,5.6,4.4,10999
Skoda Octavia,Gri,2020,5.0,Diesel,Manuala,Sedan,1968.0,115.0,Fata,4.2,3.1,17189
Toyota RAV4,Gri,2020,5.0,Hibrid,Automata,SUV,2487.0,178.0,Fata,4.8,4.5,27690
Volkswagen T-ROC,Gri,2020,5.0,Diesel,Manuala,SUV,1598.0,115.0,Fata,4.8,3.9,16189
Audi A6,Argint,2009,5.0,Diesel,Manuala,Sedan,1968.0,136.0,Fata,8.4,5.1,9499
Skoda Superb,Negru,2020,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.5,25990
Dacia Duster,Albastru,2019,5.0,Diesel,Manuala,SUV,1461.0,110.0,Fata,5.5,4.5,12450
Volkswagen Passat,Albastru,2015,5.0,Diesel,Manuala,Sedan,1598.0,120.0,Fata,4.7,3.6,11950
Volkswagen Passat,Albastru,2015,5.0,Diesel,Manuala,Sedan,1598.0,120.0,Fata,4.7,3.6,11950
Dacia Logan,Alb,2019,5.0,Diesel,Manuala,Sedan,1461.0,95.0,Fata,4.1,3.4,9489
Volkswagen Touran,Gri,2009,5.0,Benzina,Manuala,Monovolum,1984.0,150.0,Fata,9.7,6.1,5299
Volkswagen Golf,Gri,2020,5.0,Diesel,Automata,Compact,1968.0,150.0,Fata,5.1,3.9,14989
Skoda Kodiaq,Maro,2020,7.0,Benzina,Automata,SUV,1498.0,150.0,4x4,8.4,6.2,27989
Skoda Superb,Albastru,2019,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.5,21490
Volkswagen Polo,Argint,2020,5.0,Benzina,Manuala,Compact,999.0,95.0,Fata,5.5,3.8,12179
Audi Q7,Gri,2017,5.0,Diesel,Automata,SUV,2967.0,272.0,4x4,6.2,5.4,42199
Mercedes-Benz C,Gri,2024,5.0,Benzina,Automata,Sedan,1496.0,204.0,4x4,9.0,5.0,64831
Ford Focus,Gri,2020,5.0,Benzina,Manuala,Sedan,999.0,125.0,Fata,5.9,4.2,9990
Volkswagen Passat,Alb,2020,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.4,3.6,22989
Fiat 500,Alte culori,2011,4.0,Benzina,Manuala,Compact,1242.0,69.0,Fata,6.2,4.2,4000
Dacia Logan,Alb,2019,5.0,Diesel,Manuala,Sedan,1461.0,95.0,Fata,4.1,3.4,8689
Skoda Karoq,Alte culori,2021,5.0,Diesel,Automata,SUV,1968.0,150.0,4x4,5.6,4.2,27989
Volkswagen Touareg,Albastru,2019,5.0,Diesel,Automata,SUV,2967.0,286.0,4x4,7.7,5.9,37500
Mazda 6,Rosu,2013,5.0,Diesel,Manuala,Sedan,2191.0,150.0,Fata,5.2,4.1,8700
Ford Focus,Alb,2020,5.0,Diesel,Manuala,Sedan,1499.0,120.0,Fata,4.4,3.3,9950
Skoda Superb,Gri,2020,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.3,3.5,26990
Skoda Karoq,Gri,2020,5.0,Diesel,Automata,SUV,1598.0,116.0,Fata,4.4,4.1,19989
BMW X3,Alte culori,2018,5.0,Benzina,Automata,SUV,1998.0,184.0,4x4,8.5,6.3,29450
Mercedes-Benz E,Negru,2012,7.0,Diesel,Automata,Sedan,2143.0,204.0,Spate,7.5,4.9,11700
Skoda Kodiaq,Alb,2020,5.0,Diesel,Automata,SUV,1968.0,150.0,4x4,5.9,4.4,28490
Volkswagen T-ROC,Gri,2020,5.0,Diesel,Manuala,SUV,1598.0,115.0,Fata,4.8,3.9,16190
Renault Megane,Maro,2019,5.0,Diesel,Automata,Sedan,1461.0,116.0,Fata,4.6,3.8,15950
Audi A3,Argint,2012,5.0,Diesel,Manuala,Sedan,1598.0,105.0,Fata,4.6,3.3,5990
Volkswagen Tiguan,Alb,2019,5.0,Diesel,Automata,SUV,1968.0,150.0,Fata,6.8,5.3,23950
Volkswagen Caddy,Gri,2017,4.0,Diesel,Automata,Monovolum,1968.0,150.0,Fata,5.9,4.7,11700
Mercedes-Benz GLC Coupe,Alb,2019,5.0,Diesel,Automata,SUV,1950.0,194.0,4x4,5.8,4.9,42839
Citroën C4 Cactus,Albastru,2017,5.0,Benzina,Manuala,SUV,1199.0,110.0,Fata,5.8,3.9,6700
Lexus Seria NX,Rosu,2019,5.0,Hibrid,Automata,SUV,2494.0,155.0,4x4,5.1,5.0,31600
Ford Focus,Alb,2020,5.0,Diesel,Manuala,Sedan,1499.0,120.0,Fata,4.1,3.5,10789
Peugeot 2008,Rosu,2021,5.0,Benzina,Automata,SUV,1199.0,130.0,Fata,5.9,4.3,18990
Dacia Duster,Argint,2013,5.0,Diesel,Manuala,SUV,1461.0,110.0,Fata,5.5,4.5,7950
Ford Focus,Gri,2019,5.0,Diesel,Manuala,Compact,1499.0,120.0,Fata,4.1,3.5,11789
Peugeot 308,Negru,2022,5.0,Benzina,Automata,Compact,1199.0,130.0,Fata,5.8,4.3,18490
Porsche Cayenne,Negru,2014,5.0,Diesel,Automata,SUV,2967.0,245.0,4x4,8.4,6.5,19500
Skoda Superb,Albastru,2019,5.0,Diesel,Automata,Sedan,1968.0,190.0,4x4,5.7,4.3,23859
Volvo XC 40,Alb,2020,5.0,Diesel,Automata,SUV,1969.0,150.0,4x4,6.3,5.2,26990
Volkswagen ARTEON,Gri,2020,5.0,Diesel,Automata,Sedan,1968.0,190.0,Fata,5.6,4.2,27590
Skoda Fabia,Rosu,2015,5.0,Benzina,Manuala,Compact,999.0,60.0,Fata,5.7,4.1,6800
Volkswagen Caravelle,Albastru,2019,8.0,Diesel,Manuala,Monovolum,1968.0,110.0,Fata,7.4,5.2,20527
Volkswagen Passat,Argint,2018,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,5.0,4.2,10800
Renault Talisman,Gri,2016,5.0,Diesel,Automata,Sedan,1598.0,160.0,Fata,5.1,4.4,13950
Mazda CX-5,Albastru,2016,5.0,Diesel,Automata,SUV,2191.0,175.0,4x4,6.4,4.9,14490
Ford Focus,Alb,2020,5.0,Diesel,Manuala,Sedan,1499.0,120.0,Fata,4.1,3.5,9990
Audi A6,Negru,2017,5.0,Diesel,Automata,Sedan,2967.0,272.0,4x4,5.9,4.6,14268
Mercedes-Benz Vito,Negru,2011,6.0,Diesel,Automata,Monovolum,2987.0,224.0,Spate,11.0,7.1,15000
Skoda Octavia,Albastru,2019,5.0,Benzina,Manuala,Sedan,999.0,115.0,Fata,5.9,4.2,12190
Skoda Octavia,Albastru,2019,5.0,Benzina,Manuala,Sedan,999.0,115.0,Fata,5.9,4.2,12190
Mercedes-Benz Vito,Negru,2024,6.0,Diesel,Automata,Monovolum,1950.0,136.0,Spate,6.8,5.7,54277
Seat Ibiza,Alb,2021,5.0,Benzina,Manuala,Compact,999.0,95.0,Fata,6.0,4.2,13699
Ford Focus,Albastru,2020,5.0,Diesel,Manuala,Compact,1995.0,150.0,Fata,5.3,3.9,14990
Mercedes-Benz E,Gri,2017,5.0,Diesel,Automata,Sedan,1950.0,194.0,4x4,6.9,5.2,24990
Volkswagen Golf,Argint,2020,5.0,Diesel,Manuala,Sedan,1968.0,150.0,Fata,5.0,3.6,18500
Skoda Octavia,Alb,2015,5.0,Diesel,Automata,Sedan,1968.0,184.0,4x4,5.6,4.4,11300
BMW Seria 5,Negru,2017,5.0,Diesel,Automata,Sedan,2993.0,265.0,Spate,6.1,4.3,23490
Peugeot 508,Negru,2013,5.0,Diesel,Automata,Sedan,1997.0,163.0,4x4,4.2,4.0,7990
Dacia Duster,Albastru,2020,5.0,Diesel,Manuala,SUV,1461.0,115.0,4x4,4.9,4.5,15890
Skoda Superb,Negru,2019,5.0,Diesel,Automata,Sedan,1968.0,190.0,Fata,5.3,3.9,21990
Skoda Octavia,Albastru,2019,5.0,Diesel,Automata,Sedan,1968.0,150.0,Fata,4.4,3.2,16389
Volkswagen Touareg,Gri,2020,5.0,Diesel,Automata,SUV,2967.0,231.0,4x4,7.7,5.9,38989
Citroën C4 Cactus,Alb,2020,5.0,Diesel,Manuala,SUV,1499.0,102.0,Fata,4.0,3.1,9750
Audi A3,Argint,2013,5.0,Benzina,Automata,Compact,1197.0,105.0,Fata,6.0,4.4,10999
BMW Seria 5,Negru,2018,5.0,Hibrid,Automata,Sedan,1998.0,184.0,Spate,7.8,5.0,27999
Volkswagen Tiguan,Negru,2011,5.0,Diesel,Automata,SUV,1968.0,140.0,4x4,7.9,5.5,11400
Porsche Macan,Argint,2014,5.0,Diesel,Automata,SUV,2967.0,258.0,4x4,6.9,5.9,29900
Audi A4,Negru,2019,5.0,Diesel,Automata,Sedan,1968.0,190.0,4x4,5.1,4.0,28917
Toyota Corolla,Gri,2021,5.0,Hibrid,Automata,Sedan,1798.0,98.0,Fata,3.1,3.5,18498
SsangYong Tivoli,Alb,2024,5.0,Benzina,Automata,SUV,1497.0,163.0,Fata,7.8,6.2,22253
Renault Espace,Gri,2019,7.0,Diesel,Automata,Monovolum,1997.0,160.0,Fata,6.2,5.1,18900
Ford Fiesta,Rosu,2009,5.0,Benzina,Manuala,Compact,1242.0,60.0,Fata,7.4,4.5,4499
